account_name;date;content;link;likes;source
bavaria_colombia;2024-10-06;La vida está llena de momentos para celebrar y queremos acompañarte en todos. ¿Superaste hoy tu récord? ✨🚴‍♂️ ¡Celebra con una cerveza sin alcohol! Momentos inolvidables, #MejorConCerveza 🍻;https://www.instagram.com/p/DAyYs1TJc-v/;61;instagram
bavaria_colombia;2024-10-04;🍻Cada brindis es una muestra de calidad y tradición. ¡Salud por esos grandes momentos que se viven únicamente aquí! Momentos inolvidables, #MejorConCerveza ✨;https://www.instagram.com/p/DAt0X7xSakz/;69;instagram
bavaria_colombia;2024-10-04;¡Así vivimos el #DíaDelConsumoResponsable en Bavaria! 🎉🍻 Aquí algunos de los mejores momentos de nuestra salida a la calle, en la que compartimos con nuestros clientes y consumidores recomendaciones para hacer que cada brindis sea memorable.​ ✨ Gracias a todos por unirse a esta iniciativa y celebrar juntos que los mejores momentos se viven #MejorConCerveza, y por supuesto, ¡con moderación!;https://www.instagram.com/p/DAteINzpmxc/;234;instagram
bavaria_colombia;2024-10-03;Sabemos que el sunset se disfruta más con una Corona y un limón.☀️🍋‍🟩 Haz que esos momentos sean inolvidables. Bebe con moderación. #ThisIsLiving;https://www.instagram.com/p/DArk8gIJjjZ/;57;instagram
bavaria_colombia;2024-10-03;🍻✨ ¡Disfruta hoy y mañana de una tarde inolvidable! ​Nos tomamos el @gimnasiopoker para promover el consumo responsable de cerveza. ​ A partir de las 3:00 p.m. tendremos hoy y mañana actividades, juegos, comida y cervezas frías, porque los momentos inolvidables se viven #MejorConCerveza ¡y con moderación!​ ¡Te esperamos!🎉🍺​  📍Calle 44 #13-60, Bogotá.;https://www.instagram.com/p/DArM-9xpRIY/;135;instagram
bavaria_colombia;2024-10-03;¡Qué mejor manera de celebrar un ascenso que brindando con tus amigos! ​Los momentos inolvidables se disfrutan #MejorConCerveza. Hoy te dejamos un sencillo tip para que celebres con moderación: Disfruta con tus amigos y una buena comida🍔🍺;https://www.instagram.com/p/DArBPBZpE84/;59;instagram
bavaria_colombia;2024-10-02;Los mejores momentos se viven #MejorConCerveza 🍻✨ Aquí te dejamos unos tips para que disfrutes siempre con moderación: 🚗Planifica tu regreso a casa y no bebas si vas a conducir.​ 🍻Alterna con cervezas sin alcohol.​ 🍺 Revisa el porcentaje de alcohol en tus bebidas.​ 🍔 Disfruta con tus amigos una buena comida mientras tomas.;https://www.instagram.com/p/DAo9nFcJdIo/;112;instagram
bavaria_colombia;2024-10-02;"Ayer más de 600 colaboradores de Bavaria salimos a las calles de Colombia para celebrar el #DíaDelConsumoResponsable, compartiendo con clientes y consumidores recomendaciones para hacer que todas las experiencias con nuestras cervezas se conviertan en momentos inolvidables. La cerveza es la bebida de la moderación; con opciones con y sin alcohol es la opción perfecta para cualquier ocasión. ¡Únete tú también a este movimiento! 🚗Planifica tu regreso a casa y no bebas si vas a conducir. 🍻Alterna con cervezas sin alcohol. 🍺 Revisa el porcentaje de alcohol en tus bebidas. 🍔 Disfruta con tus amigos una buena comida mientras tomas. Momentos inolvidables, #MejorConCerveza";https://www.instagram.com/p/DAo10kUpl5s/?img_index=1;610;instagram
bavaria_colombia;2024-10-02;"Hoy nos tomamos la portada de @elespectador para recordar que los momentos inolvidables se viven con moderación y, por supuesto, #MejorConCerveza. ​ 🍻 La cerveza es la bebida de la moderación; con ingredientes naturales y alternativas con o sin alcohol, es la opción perfecta para brindar en todas las ocasiones y saborear el momento.  #DíaDelConsumoResponsable ​";https://www.instagram.com/p/DAoVlxyJDt1/;169;instagram
bavaria_colombia;2024-10-02; #ValeLaPenaVer 🇨🇴 | Bavaria - @bavaria_colombia y Zelva - @zelva.inc lanza su nueva campaña “Momentos inolvidables, ​#MejorConCerveza”, invitando a los colombianos a disfrutar de cada celebración con moderación y responsabilidad. 🤓👏🏼 🎉 Salud por hacer de cada celebración un momento memorable. ​🔗 Lee la nota completa en Copu.Media;https://www.instagram.com/p/DAn9VfcJC1m/;112;instagram
bavaria_colombia;2024-09-30;El ritual de servido que transforma cada brindis: Agita, sirve y disfruta 🍻✨ Presentamos Club Colombia Trigo, una cerveza sin filtrar que resalta la suavidad y cremosidad en cada sorbo. Pruébala ya y haz que tu brindis sea memorable con este ritual de servido. ¡Salud!​ 🍻🌾;https://www.instagram.com/p/DAjsw7RJ3z7/;129;instagram
bavaria_colombia;2024-09-30;Acompaña a Fede, en uno de sus días como jefe de ventas. 🛒🍻​ Gracias a él y a todo nuestro equipo de ventas por conectar con nuestros clientes y consumidores y por permitirnos estar presentes en las celebraciones de los colombianos con nuestras marcas​. ¡Salud! 🚀🍻;https://www.instagram.com/p/DAjPDtcJMbs/;413;instagram
bavaria_colombia;2024-09-28;#RetoDelDía ¡Es hora de poner a prueba tus conocimientos! 🤓🍻 ¿Conoces “La Última y Nos Vamos”, nuestra serie digital que resalta el día a día de los tenderos y tenderas y sus historias de emprendimiento? ¡Participa en nuestra trivia y demuestra cuánto sabes! cuéntanos en los comentarios ¿cuántas respuestas tuviste correctas ? 📲🎉;https://www.instagram.com/p/DAd4QovpHRs/;79;instagram
bavaria_colombia;2024-09-27;Somos una operación nacional y trabajamos todos los días para llevar los brindis a cada rincón del país. 🍻 Después de haber hecho un recorrido por la región Caribe, hoy llegamos al sur del país para hablar de nuestra operación en esta región. Nuestra Cervecería, la fábrica de etiquetas, Indugral, y nuestro equipo de Ventas y Logística representan a Bavaria en el Valle del Cauca. 💼🚚 Innovamos a diario, impulsando el bienestar de nuestra gente y llevando la alegría a cada rincón del país.🌟¡Salud por nuestro equipo y por la región! 🍺🎉 #BrindamosPorElValle #CreadoresDeBrindis;https://www.instagram.com/p/DAcFza6pUjh/;448;instagram
bavaria_colombia;2024-09-26;Bienvenidos al bar de Fernando en Ibagué la ciudad musical de Colombia📍 En este nuevo episodio de La última y nos vamos, descubre cómo su tienda “Fútbol, café y son” 🎶 ☕ ⚽ es mucho más que un negocio: es un espacio donde el progreso se celebra con cada brindis y cada cliente es parte de la historia. 🍻💪. ​ #LaÚltimaYNosVamos  #EmprendedoresBavaria;https://www.instagram.com/p/DAZvxEQp8br/;79;instagram
bavaria_colombia;2024-09-26;¡Llegamos a la región sur! 🌟 Conoce a los emprendedores que hacen posible los brindis en cada rincón de la región. ¡Juntos, brindamos por el talento local! 🍻 #LaÚltimaYNosVamos;https://www.instagram.com/p/DAZeOE0pijC/;98;instagram
bavaria_colombia;2024-09-26;🍻¿Cumples con estos requisitos y te gustaría hacer parte de nuestro equipo? 🤔 Si la respuesta es sí, ¡no te quedes atrás! ⏰ Aplica ahora o etiqueta a un amigo en los comentarios para que se entere de la vacante.​ Conoce más detalles en el link de la BIO🔗;https://www.instagram.com/p/DAZElzAJD2U/;552;instagram
bavaria_colombia;2024-09-25;Un legado que une a millones 🍺✨Llevamos 135 años construyendo nuestra historia junto a Colombia y nos llena de orgullo producir varias de las marcas que han unido por generaciones a millones de personas dando vida a nuevas amistades y experiencias inolvidables🍻🇨🇴 ¡Salud!​;https://www.instagram.com/p/DAWo1gVJsa2/;122;instagram
bavaria_colombia;2024-09-24;📲 Lucrecia y Dora, dos tenderas del programa de Emprendedores Bavaria, nos cuentan cómo @bees.colombia les facilita el día a día en su tienda 🐝💡Pedidos rápidos, ofertas exclusivas y todo al alcance de un clic ¡Así es crecer con BEES!🚀 🛒​ #LaÚltimaYNosVamos;https://www.instagram.com/p/DAUNTpdpDUQ/;137;instagram
bavaria_colombia;2024-09-23;Nuestros #CreadoresDeBrindis son los que nos impulsan a seguir creciendo. Evolucionamos e innovamos constantemente, porque sabemos que cada paso cuenta para construir un futuro lleno de nuevas oportunidades y motivos para brindar.🎉;https://www.instagram.com/p/DASAlYYJTck/;270;instagram
bavaria_colombia;2024-09-23;Donde hay una tienda, también hay una gran historia que contar 🛒🍻En este capítulo de “La última y nos vamos”, te presentamos a Dora Rueda en su tienda “Las canchas del Portal” ubicada en 📍Piedecuesta, Santander. ¡Bienvenidos al lugar donde la comunidad se une en cada brindis! 🎉🍻 #LaÚltimaYNosVamos #EmprendedoresBavaria;https://www.instagram.com/p/DARh9EkpT6z/;148;instagram
bavaria_colombia;2024-09-20;#DesafíoCervecero 🍻Dos Creadores de Brindis compiten por adivinar la posición correcta de las botellas. 🎉✨ ¿Quién crees que ganará? Descúbrelo en este video;https://www.instagram.com/p/DAKDaOZprQE/;184;instagram
bavaria_colombia;2024-09-20;En Bavaria creemos en el poder de los sueños y nos enfocamos todos los días en construir una compañía que perdure en el tiempo y siga llevando los brindis a todas las celebraciones 🎉 #CreadoresDeBrindis;https://www.instagram.com/p/DAJy2gvJCAr/;331;instagram
bavaria_colombia;2024-09-19;🌱🍻 ¡Retornar tus botellas de cerveza nunca fue tan fácil! A través de nuestra app TaDa, puedes crear un futuro más sostenible mientras disfrutas de tus cervezas favoritas y además obtienes beneficios ♻️  #SostenibilidadBavaria #TaDa;https://www.instagram.com/p/DAHcBJcp63V/?img_index=1;86;instagram
bavaria_colombia;2024-09-18;✨¡Cada tienda es un mundo de historias! Conoce hoy a Carolina, fiel cliente de Doña Lucre, y ahora también su mano derecha en el negocio💛😄 #LaÚltimaYNosVamos #EmprendedoresBavaria;https://www.instagram.com/p/DAE8or7Jd2G/;76;instagram
bavaria_colombia;2024-09-18;Para Bavaria la Costa Caribe es sinónimo de los inicios y del futuro de nuestra historia, y desde hace más de un siglo la riqueza cultural de esta región nos ha inspirado para trabajar juntos por el progreso del país. 🌊🍻¡Aquí te contamos cómo estamos fortaleciendo la Costa como un hub estratégico de nuestras operaciones en Colombia! #BrindamosPorAtlántico;https://www.instagram.com/p/DAExho-p6U0/?img_index=1;260;instagram
bavaria_colombia;2024-09-18;📢 ¿Te apasiona la comunicación? ¡Esta es tu oportunidad! Estamos buscando practicantes apasionados por aprender y ser parte del equipo que crea los brindis de todo un país. 🚀💼 ¡Aplica ya ! 💼🙌 #creadoresDeBrindis Link en Bio.;https://www.instagram.com/p/DAEEOmHJWUN/;275;instagram
bavaria_colombia;2024-09-17;🚀 ¿Quieres ser parte del equipo que está detrás de los brindis en toda Colombia?🍺 Si estás listo para un reto lleno de aprendizaje y crecimiento ¡Esta es tu oportunidad! Aplica ya 💼🙌 Link en Bio. #CreadoresDeBrindis;https://www.instagram.com/p/DACZQ1QpRTy/?img_index=1;333;instagram
bavaria_colombia;2024-09-17;📢 ¡Atención estudiantes! Tenemos las últimas vacantes disponibles para realizar tus prácticas en Bavaria. Mantente conectado/a para que conozcas más detalles 🚀💼 Link en Bio.;https://www.instagram.com/p/DAB5s1DJby4/;327;instagram
bavaria_colombia;2024-09-17;🎉Ya está aquí Club Colombia Trigo🌾 una cerveza no filtrada, suave y cremosa, que llega para brindarte una experiencia cervecera única. ¡Agita, sirve en una copa y disfruta con una rodaja de naranja! 🇨🇴🍻 #clubcolombiatrigo;https://www.instagram.com/p/DABqFvdJN_y/;148;instagram
bavaria_colombia;2024-09-16;@clubcolombia, nuestra marca premium nacional, lanza una nueva edición para ofrecer una experiencia única a los colombianos: Club Colombia Trigo 🌾✨ 🍻Una cerveza no filtrada, suave y cremosa, que requiere un ritual de servido especial de tres pasos: Agita, sirve y disfruta con una rodaja de naranja. Encuéntrala ya a nivel nacional en supermercados, tiendas de barrio y a través de nuestra app de domicilios TADA. #ClubColombia;https://www.instagram.com/p/C__6s0tp_tl/;242;instagram
bavaria_colombia;2024-09-16;Nos llena de orgullo ser reconocidos como una de las 25 Empresas Líderes en Sostenibilidad 2024 en Colombia, según @forbescolombia. Este reconocimiento celebra el esfuerzo de un equipo comprometido que, bajo el liderazgo inspirador de Samira Fadul, ha logrado integrar la sostenibilidad en cada parte de nuestro ADN empresarial. Este reconocimiento no solo nos honra, sino que también nos recuerda la gran responsabilidad que tenemos para seguir creando un futuro más sostenible y con más motivos para brindar 🌱🍻 #SostenibilidadBavaria;https://www.instagram.com/p/C__nQekJQfD/;99;instagram
bavaria_colombia;2024-09-16;🌟 ¡Grandes noticias para Colombia! 🚛Con orgullo inauguramos nuestro nuevo Centro de Distribución en Galapa, Atlántico, un espacio a solo 25 km del Puerto de Barranquilla, diseñado para llevar la alegría de la celebración a todos los rincones de la región. #BrindamosPorElAtlántico;https://www.instagram.com/p/C_-y2ZHJhox/;366;instagram
bavaria_colombia;2024-09-13;¡Brindamos por el Atlántico! 🚀🎉 Te contamos algunos datos claves sobre nuestro nuevo Centro de Distribución en Galapa, un hito que nos permite seguir creando más motivos para brindar🏗️🌟 ​#BrindamosPorElAtlántico;https://www.instagram.com/p/C_3VzC7Og4r/;317;instagram
bavaria_colombia;2024-09-13;🎉🏆 Con mucha felicidad y orgullo celebramos el reconocimiento hecho a nuestro Director Legal, Juan Guillermo López Palacio, como uno de los mejores abogados corporativos del país por The Legal 500. En Bavaria, nuestro talento es el mayor motivo para brindar y sus triunfos nos inspiran a seguir soñando en grande. ¡Salud y que sean muchos éxitos más! 🍻 #OrgulloBavaria #TalentoBavaria;https://www.instagram.com/p/C_3BAszp9U_/;376;instagram
bavaria_colombia;2024-09-12;¡Lo logramos de nuevo! 🏆 Por 6 años consecutivos hemos sido galardonados como ‘Anunciante del año’ en los premios @effiecolombia Gracias a nuestros consumidores por escogernos diariamente para acompañar sus celebraciones, y a nuestros equipos por darle vida a nuestras marcas con historias y experiencias innovadoras🚀💛 #MásMotivosParaBrindar;https://www.instagram.com/p/C_1YpqwpuUG/;129;instagram
bavaria_colombia;2024-09-12;#COPUEnEffie #EffieAwardsColombia2024 #RoadToGlory 🇨🇴 | AB InBev - @abinbev, es anunciante del año por sexto año consecutivo en los Effie Colombia 2024 - @effiecolombia, hablamos con Álvaro de Luna - @adelunad, VP de Marketing de Bavaria en Colombia - @bavaria_colombia, nos cuenta que significa este reconomiento para la marca y que viene para este nuevo año de creatividad con todas las marcas del portafolio. 🙌🏼⭐ 🎥 Producción: Xicloide, agencia audiovisual 😎 Presenta: COPU;https://www.instagram.com/p/C_1MnAkynvf/;227;instagram
bavaria_colombia;2024-09-12;🌟 A propósito de la inauguración de nuestro Centro de Distribución en Galapa, Sergio Rincón, nuestro presidente, nos cuenta cómo con esta apertura aseguraremos la distribución de productos de calidad a toda Colombia, al tiempo que contribuimos al desarrollo social y económico de la región Caribe🎉​ #BrindamosPorElAtlántico;https://www.instagram.com/p/C_0-TE0pLPr/;5665;instagram
bavaria_colombia;2024-09-11;¡Estamos de celebración! 🥳🏆 Es un honor anunciar que nuestra plataforma creativa ‘Soy de tienda’ ha ganado plata en la categoría de Reputación Corporativa en los Premios Effie Awards Colombia🏆🎊 Gracias a @mullenlowessp3 y a todo el equipo que trabajó en esta campaña. Este reconocimiento destaca nuestro compromiso por impulsar el Canal Tradicional a través de nuestro programa #EmprendedoresBavaria y visibiliza el trabajo de los miles de tenderos y tenderas de Colombia que todos los días nos dan más motivos para brindar y, por supuesto, nos hacen decir con orgullo #SoyDeTienda 🚀✨ ¡Vamos juntos por más! #PremiosEffie #SoyDeTienda #EmprendedoresBavaria;https://www.instagram.com/p/C_zG9_8pz6q/;96;instagram
bavaria_colombia;2024-09-11;🍻 ¡Estamos de celebración! 🎉 Así vivimos la inauguración de nuestro nuevo Centro de Distribución en Galapa, Atlántico. 🚚 Con este nuevo centro generaremos alrededor de 260 empleos, entre directos e indirectos, y atenderemos las necesidades de 13.000 clientes en el norte del país. Aumentando así la eficiencia logística y llenando a Colombia de más motivos para brindar. ¡Salud, por el crecimiento de la región Caribe y el progreso de toda Colombia! ​ #BrindamosPorElAtlántico;https://www.instagram.com/p/C_yU2E2JhZm/?img_index=1;1964;instagram
bavaria_colombia;2024-09-10;💛💙❤️ ¡Vamos, Colombia!🇨🇴 Celebramos con orgullo y pasión este gran triunfo. Gracias por hacernos vibrar y demostrar que si estamos unidos, jugamos unidos. ¡Vamos por más! 🎉⚽️ #SíSomos;https://www.instagram.com/p/C_wS13_JSXZ/;499;instagram
bavaria_colombia;2024-09-09;✨ ¡Detrás de cada tienda hay una gran historia de transformación y emprendimiento! 🚀 Con un crecimiento promedio del 30.8% en sus ingresos totales, los beneficiarios del programa #EmprendedoresBavaria están transformando sus negocios y sus vidas. Descubre cómo lo lograron en nuestra serie ‘La última y nos vamos’. ¡No te las pierdas! 🌟;https://www.instagram.com/p/C_trQ4NJdHx/?img_index=1;129;instagram
bavaria_colombia;2024-09-06;"Hoy cerramos una gran semana después de haber participado en el 9° Congreso Empresarial Colombiano de la @andicolombiaoficial en Medellín, donde Sergio Rincón, nuestro presidente, compartió su visión sobre cómo la productividad inclusiva irriga valor para todos los actores de la cadena. En nuestro caso, la cerveza inicia su proceso con las semillas de cebada sembradas por agricultores; pasa por miles de colaboradores de todas las regiones del país que trabajan día a día por satisfacer a nuestros consumidores; por más de 400.000 emprendedores y aliados comerciales que distribuyen nuestro producto, y finaliza con los colombianos y colombianas de todos los rincones de Colombia, que acompañan sus mejores momentos con nuestro portafolio de marcas. ¡La inclusión hace parte del ADN de nuestra industria cervecera, generando progreso y más motivos para brindar! #CECANDI #MasPaísANDI";https://www.instagram.com/p/C_l5yfRJ9iC/?img_index=1;293;instagram
bavaria_colombia;2024-09-05;🏆 ¿Listo para el próximo gran desafío? Únete como jefe comercial y crea un futuro lleno de éxitos y brindis. 🍻 Convocatoria abierta hasta el viernes 13 de septiembre. Aplica ahora o etiqueta a un amigo/a para que conozca la vacante. #CreadoresDeBrindis Conoce los detalles en el link en Bio.;https://www.instagram.com/p/C_i4bfSp-Lk/;683;instagram
bavaria_colombia;2024-09-04;🌎🍺 Seguimos recorriendo el camino del punto A al Punto B, transformando nuestro presente para construir un futuro más sostenible. Hoy te contamos 3 hitos que hemos logrado en este proceso ¿Ya los conocías? 💡👇 #SostenibilidadBavaria;https://www.instagram.com/p/C_gPi19p2DW/?img_index=1;121;instagram
bavaria_colombia;2024-08-29;📍Bogotá, Barranquilla, Medellín y muchas más ciudades laten al ritmo del sol☀️ porque ahora el 100% de nuestras cervezas están hechas con energía eléctrica solar ✨🍺 #BrilloDelFuturo #SostenibilidadBavaria;https://www.instagram.com/p/C_ROufPprB7/?img_index=1;689;instagram
bavaria_colombia;2024-08-27;💪¡Del sueño a la realidad! 🙌 Conoce la historia de Lucrecia Carvajal, una mujer apasionada que ha inspirado a otros emprendedores en Piedecuesta, Santander con su negocio “Donde Lucre”. Gracias a su perseverancia logró transformar su vida y la de su familia. Conoce su historia en este nuevo capítulo de #LaÚltimaYNosVamos🎬 #EmprendedoresBavaria;https://www.instagram.com/p/C_Mhru7JxNr/;85;instagram
bavaria_colombia;2024-08-27;🇨🇴🌄¡Seguimos nuestro recorrido por Colombia descubriendo historias de emprendimiento en las tiendas! Conoce pronto a los #EmprendedoresBavaria de Bucaramanga y Medellín 🚀 #LaÚltimaYNosVamos #SoyDeTienda;https://www.instagram.com/p/C_MI1dsJPZG/;111;instagram
bavaria_colombia;2024-08-27;🏁😱 Entramos en la recta final de nuestra convocatoria de practicantes y no queremos que te quedes por fuera. Recuerda que cerramos inscripciones el 1ero de septiembre🗓️ Link en BIO #CreadoresDeBrindis;https://www.instagram.com/explore/tags/creadoresdebrindis/;385;instagram
bavaria_colombia;2024-08-26;Fernando, Doña Lucre, Vlacho y Dora son algunos de los miles de #EmprendedoresBavaria que con su amabilidad y dedicación le dan vida a nuestros barrios. 🎉👏Gracias por ser ejemplo de perseverancia y por confiar en nosotros para seguir construyendo juntos un futuro con más motivos para brindar. #DíaDelTendero2024  #SoyDeTienda #EmprendedoresBavaria;https://www.instagram.com/p/C_J5tzFpQJC/?img_index=1;166;instagram
bavaria_colombia;2024-08-25;🇨🇴🍻Hoy celebramos a los tenderos y tenderas de Colombia, quienes con su dedicación y espíritu emprendedor nos inspiran a seguir trabajando juntos por un futuro con más motivos para brindar. ¡Gracias por ser un motor de progreso para el país y alegrar la vida en nuestros barrios! #DíaDelTendero2024 #EmprendedoresBavaria  #SoyDeTienda;https://www.instagram.com/p/C_Gs8yFpDxO/;128;instagram
bavaria_colombia;2024-08-23;✨ ¿Tienes preguntas sobre nuestra convocatoria de prácticas? ¡Tenemos las respuestas! Hoy Federico, ex-practicante Bavaria, responde las tres preguntas más frecuentes. No pierdas la oportunidad de unirte al equipo de #CreadoresDeBrindis. Aplica ya a esta convocatoria en el link de nuestra bio. 🔗;https://www.instagram.com/p/C_CEO6ApidJ/;809;instagram
bavaria_colombia;2024-08-21;🗓️¡Anota esta fecha en tu calendario! Ahora tienes hasta el 1ero de septiembre para inscribirte en nuestra convocatoria de practicantes. ¿Qué esperas para aplicar y ser parte de nuestro equipo de #CreadoresDeBrindis? 🚀 Link en Bio.;https://www.instagram.com/p/C-83wOEptpx/;2550;instagram
bavaria_colombia;2024-08-21;🧠Mentes brillantes trabajando por un futuro más sostenible🌞 Conoce a los integrantes del semillero de Inteligencia Artificial “Sherlock LAB” de la @utadeo.edu.co , con quienes realizamos algunas de las imágenes de nuestra campaña #ElBrilloDelFuturo.;https://www.instagram.com/p/C-8qAGCJAX1/;83;instagram
bavaria_colombia;2024-08-21;🙌¡Nueva fecha de cierre! Extendimos nuestra convocatoria de practicantes. Ahora tienes plazo de inscribirte hasta el 1 de septiembre​. No te quedes por fuera y haz parte del equipo de #CreadoresDeBrindis⚡;https://www.instagram.com/p/C-8Es6ppP-g/;132;instagram
bavaria_colombia;2024-08-21;🍻📉Si la data es tu pasión y la cerveza tu inspiración, este es tu lugar 💪 Abrimos convocatoria para el cargo Data Scientist y buscamos una persona innovadora, apasionada por nuestras marcas y por la data. Aplica ahora o etiqueta a un amigo/a para que conozca la vacante. Más detalles en el link de la BIO👇 #CreadoresDeBrindis;https://www.instagram.com/p/C-78llRJkAt/;6837;instagram
bavaria_colombia;2024-08-20;💪 Estos son algunos de los #CreadoresDeBrindis que están haciendo realidad el sueño de la nueva Cervecería del Atlántico en Palmar de Varela. 🌟🍻¡Salud por soñar en grande y por construir juntos un futuro con más motivos para brindar!;https://www.instagram.com/p/C-6Gjl3pOko/;507;instagram
bavaria_colombia;2024-08-17;🍻🤩 ¿Qué pasa cuando mezclas un billar, un emprendedor y a sus clientes frecuentes? Descúbrelo en el siguiente video con Juan Manuel, cliente fiel de “Billares Banda Previa N° 1”🎱#LaÚltimaYNosVamos #MundoTienda;https://www.instagram.com/p/C-x4gEnJ62f/;95;instagram
bavaria_colombia;2024-08-16;🍻🇨🇴 ¿Cumples con estos requisitos y te gustaría hacer parte de nuestro equipo? 🤔 Si la respuesta es sí, ¡no te quedes atrás! ⏰ Aplica ahora al cargo o etiqueta a tu amigo diseñador / diseñadora Conoce todos los detalles en el link de BIO;https://www.instagram.com/p/C-v6iC3JyFw/;5601;instagram
bavaria_colombia;2024-08-16;@bavaria_colombia es una empresa que en su cadena de valor genera 4.500 empleos directos y 90.000 de manera indirecta. Tiene un impacto alto en la economía del país, aportando el 1% del PIB. En su apuesta por la sostenibilidad ahora el 100% de sus cervezas son hechas con energía eléctrica solar.;https://www.instagram.com/p/C-veS4cNAHy/;247;instagram
