,account_name,date,content,link,likes,source,conteo_post,cleaned_content,word_count,topic,WORDS TOPIC,Nombre,negativo,neutro,positivo
10,bavaria_colombia,2024-10-07 00:00:00,"Amistad es brindar juntos por los mejores momentos ?? Con Poker, celebramos lo que realmente importa: los amigos. #MejorConCerveza. ¡Salud! ?????",https://www.instagram.com/p/DA1YbFHy-Dy/,82,instagram,1,amistad brindar junto mejores momentos ?? celebramos realmente importa amigos salud ?????,12,2,"junto,mejor,gratis,futuro,tenderos",Tenderos y Futuro,,,
11,bavaria_colombia,2024-10-06 00:00:00,"La vida está llena de momentos para celebrar y queremos acompañarte en todos. ¿Superaste hoy tu récord? ????? ¡Celebra con una cerveza sin alcohol! Momentos inolvidables, #MejorConCerveza ?",https://www.instagram.com/p/DAyYs1TJc-v/,61,instagram,1,vida llena momentos celebrar queremos acompañarte superaste récord ????? celebra alcohol momentos inolvidables ?,14,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
12,bavaria_colombia,2024-10-04 00:00:00,"?Cada brindis es una muestra de calidad y tradición. ¡Salud por esos grandes momentos que se viven únicamente aquí! Momentos inolvidables, #MejorConCerveza ?",https://www.instagram.com/p/DAt0X7xSakz/,69,instagram,1,?cada brindis muestra calidad tradición salud grandes momentos viven únicamente aquí momentos inolvidables ?,14,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,,,
13,bavaria_colombia,2024-10-04 00:00:00,"¡Así vivimos el #DíaDelConsumoResponsable en Bavaria! ?? Aquí algunos de los mejores momentos de nuestra salida a la calle, en la que compartimos con nuestros clientes y consumidores recomendaciones para hacer que cada brindis sea memorable.? ? Gracias a todos por unirse a esta iniciativa y celebrar juntos que los mejores momentos se viven #MejorConCerveza, y por supuesto, ¡con moderación!",https://www.instagram.com/p/DAteINzpmxc/,234,instagram,1,así vivimos ?? aquí mejores momentos salida calle compartimos clientes consumidores recomendaciones hacer cada brindis memorable? ? gracias unirse iniciativa celebrar junto mejores momentos viven supuesto moderación,27,2,"junto,mejor,gratis,futuro,tenderos",Tenderos y Futuro,,,
14,bavaria_colombia,2024-10-03 00:00:00,Sabemos que el sunset se disfruta más con una Corona y un limón.????? Haz que esos momentos sean inolvidables. Bebe con moderación. #ThisIsLiving,https://www.instagram.com/p/DArk8gIJjjZ/,57,instagram,1,sabemos sunset disfruta corona limón????? haz momentos inolvidables bebe moderación,10,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
15,bavaria_colombia,2024-10-03 00:00:00,"?? ¡Disfruta hoy y mañana de una tarde inolvidable! ?Nos tomamos el @gimnasiopoker para promover el consumo responsable de cerveza. ? A partir de las 3:00 p.m. tendremos hoy y mañana actividades, juegos, comida y cervezas frías, porque los momentos inolvidables se viven #MejorConCerveza ¡y con moderación!? ¡Te esperamos!???  ?Calle 44 #13-60, Bogotá.",https://www.instagram.com/p/DArM-9xpRIY/,135,instagram,1,?? disfruta mañana tarde inolvidable ?nos tomamos promover consumo responsable ? partir pm mañana actividades juegos comida cervezas frías momentos inolvidables viven moderación? esperamos??? ?calle bogotá,26,1,"parche,parceros,así,concierto,vemos",Vive el Parche,,,
16,bavaria_colombia,2024-10-03 00:00:00,¡Qué mejor manera de celebrar un ascenso que brindando con tus amigos! ?Los momentos inolvidables se disfrutan #MejorConCerveza. Hoy te dejamos un sencillo tip para que celebres con moderación: Disfruta con tus amigos y una buena comida??,https://www.instagram.com/p/DArBPBZpE84/,59,instagram,1,mejor manera celebrar ascenso brindando amigo ?los momentos inolvidables disfrutan dejamos sencillo tip celebres moderación disfruta amigo buena comida??,19,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
17,bavaria_colombia,2024-10-02 00:00:00,Los mejores momentos se viven #MejorConCerveza ?? Aquí te dejamos unos tips para que disfrutes siempre con moderación: ?Planifica tu regreso a casa y no bebas si vas a conducir.? ?Alterna con cervezas sin alcohol.? ? Revisa el porcentaje de alcohol en tus bebidas.? ? Disfruta con tus amigos una buena comida mientras tomas.,https://www.instagram.com/p/DAo9nFcJdIo/,112,instagram,1,mejores momentos viven ?? aquí dejamos tip disfrutes siempre moderación ?planifica regreso casa bebas va conducir? ?alterna cervezas alcohol? ? revisa porcentaje alcohol bebidas? ? disfruta amigo buena comida mientras tomas,31,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
18,bavaria_colombia,2024-10-02 00:00:00,"Ayer más de 600 colaboradores de Bavaria salimos a las calles de Colombia para celebrar el #DíaDelConsumoResponsable, compartiendo con clientes y consumidores recomendaciones para hacer que todas las experiencias con nuestras cervezas se conviertan en momentos inolvidables. La cerveza es la bebida de la moderación; con opciones con y sin alcohol es la opción perfecta para cualquier ocasión. ¡Únete tú también a este movimiento! ?Planifica tu regreso a casa y no bebas si vas a conducir. ?Alterna con cervezas sin alcohol. ? Revisa el porcentaje de alcohol en tus bebidas. ? Disfruta con tus amigos una buena comida mientras tomas. Momentos inolvidables, #MejorConCerveza",https://www.instagram.com/p/DAo10kUpl5s/?img_index=1,610,instagram,1,ayer colaboradores salimos calles celebrar compartiendo clientes consumidores recomendaciones hacer todas experiencias cervezas conviertan momentos inolvidables bebida moderación opciones alcohol opción perfecta cualquier ocasión únete movimiento ?planifica regreso casa bebas va conducir ?alterna cervezas alcohol ? revisa porcentaje alcohol bebidas ? disfruta amigo buena comida mientras tomas momentos inolvidables,49,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
19,bavaria_colombia,2024-10-02 00:00:00,"Hoy nos tomamos la portada de @elespectador para recordar que los momentos inolvidables se viven con moderación y, por supuesto, #MejorConCerveza. ? ? La cerveza es la bebida de la moderación; con ingredientes naturales y alternativas con o sin alcohol, es la opción perfecta para brindar en todas las ocasiones y saborear el momento.  #DíaDelConsumoResponsable ?",https://www.instagram.com/p/DAoVlxyJDt1/,169,instagram,1,tomamos portada recordar momentos inolvidables viven moderación supuesto ? ? bebida moderación ingredientes naturales alternativas alcohol opción perfecta brindar todas ocasiones saborear momento ?,24,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
20,bavaria_colombia,2024-10-02 00:00:00," #ValeLaPenaVer ?? | Bavaria - @bavaria_colombia y Zelva - @zelva.inc lanza su nueva campaña Momentos inolvidables, ?#MejorConCerveza, invitando a los colombianos a disfrutar de cada celebración con moderación y responsabilidad. ??? ? Salud por hacer de cada celebración un momento memorable. ?? Lee la nota completa en Copu.Media",https://www.instagram.com/p/DAn9VfcJC1m/,112,instagram,1,?? zelva inc lanza nueva campaña momentos inolvidables ? invitando colombianos disfrutar cada celebración moderación responsabilidad ??? ? salud hacer cada celebración momento memorable ?? lee nota completa copumedia,29,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
21,bavaria_colombia,2024-09-30 00:00:00,"El ritual de servido que transforma cada brindis: Agita, sirve y disfruta ?? Presentamos Club Colombia Trigo, una cerveza sin filtrar que resalta la suavidad y cremosidad en cada sorbo. Pruébala ya y haz que tu brindis sea memorable con este ritual de servido. ¡Salud!? ??",https://www.instagram.com/p/DAjsw7RJ3z7/,129,instagram,1,ritual servido transforma cada brindis agita sirve disfruta ?? presentamos trigo filtrar resalta suavidad cremosidad cada sorbo pruébala haz brindis memorable ritual servido salud? ??,25,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,1.0,4.0,0.0
22,bavaria_colombia,2024-09-30 00:00:00,"Acompaña a Fede, en uno de sus días como jefe de ventas. ??? Gracias a él y a todo nuestro equipo de ventas por conectar con nuestros clientes y consumidores y por permitirnos estar presentes en las celebraciones de los colombianos con nuestras marcas?. ¡Salud! ??",https://www.instagram.com/p/DAjPDtcJMbs/,413,instagram,1,acompaña fede días jefe ventas ??? gracias equipo ventas conectar clientes consumidores permitirnos presentes celebraciones colombianos marcas? salud ??,19,1,"parche,parceros,así,concierto,vemos",Vive el Parche,2.0,27.0,12.0
23,bavaria_colombia,2024-09-28 00:00:00,"#RetoDelDía ¡Es hora de poner a prueba tus conocimientos! ?? ¿Conoces La Última y Nos Vamos, nuestra serie digital que resalta el día a día de los tenderos y tenderas y sus historias de emprendimiento? ¡Participa en nuestra trivia y demuestra cuánto sabes! cuéntanos en los comentarios ¿cuántas respuestas tuviste correctas ? ??",https://www.instagram.com/p/DAd4QovpHRs/,79,instagram,1,hora poner prueba conocimientos ?? conoces última vamos serie digital resalta día día tenderos tenderas historias emprendimiento participa trivia demuestra cuánto sabes cuéntanos comentarios cuántas respuestas correctas ??,28,0,"vamos,unidos,frías,sele,gente",Unidos por las Frías,0.0,7.0,6.0
24,bavaria_colombia,2024-09-27 00:00:00,"Somos una operación nacional y trabajamos todos los días para llevar los brindis a cada rincón del país. ? Después de haber hecho un recorrido por la región Caribe, hoy llegamos al sur del país para hablar de nuestra operación en esta región. Nuestra Cervecería, la fábrica de etiquetas, Indugral, y nuestro equipo de Ventas y Logística representan a Bavaria en el Valle del Cauca. ?? Innovamos a diario, impulsando el bienestar de nuestra gente y llevando la alegría a cada rincón del país.?¡Salud por nuestro equipo y por la región! ?? #BrindamosPorElValle #CreadoresDeBrindis",https://www.instagram.com/p/DAcFza6pUjh/,448,instagram,1,operación nacional trabajamos días llevar brindis cada rincón país ? después haber hecho recorrido región caribe llegamos sur país hablar operación región cervecería fábrica etiquetas indugral equipo ventas logística representan valle cauca ?? innovamos diario impulsando bienestar gente llevando alegría cada rincón país?salud equipo región ??,46,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,9.0,3.0
25,bavaria_colombia,2024-09-26 00:00:00,"Bienvenidos al bar de Fernando en Ibagué la ciudad musical de Colombia? En este nuevo episodio de La última y nos vamos, descubre cómo su tienda Fútbol, café y son ? ? ? es mucho más que un negocio: es un espacio donde el progreso se celebra con cada brindis y cada cliente es parte de la historia. ??. ? #LaÚltimaYNosVamos  #EmprendedoresBavaria",https://www.instagram.com/p/DAZvxEQp8br/,79,instagram,1,bienvenidos bar fernando ibagué ciudad musical colombia? nuevo episodio última vamos descubre cómo tienda fútbol café ? ? ? negocio espacio progreso celebra cada brindis cada cliente parte historia ?? ?,31,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,4.0,0.0
26,bavaria_colombia,2024-09-26 00:00:00,"¡Llegamos a la región sur! ? Conoce a los emprendedores que hacen posible los brindis en cada rincón de la región. ¡Juntos, brindamos por el talento local! ? #LaÚltimaYNosVamos",https://www.instagram.com/p/DAZeOE0pijC/,98,instagram,1,llegamos región sur ? conoce emprendedores hacen posible brindis cada rincón región junto brindamos talento local ?,17,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,3.0,0.0
27,bavaria_colombia,2024-09-26 00:00:00,"?¿Cumples con estos requisitos y te gustaría hacer parte de nuestro equipo? ? Si la respuesta es sí, ¡no te quedes atrás! ? Aplica ahora o etiqueta a un amigo en los comentarios para que se entere de la vacante.? Conoce más detalles en el link de la BIO?",https://www.instagram.com/p/DAZElzAJD2U/,552,instagram,1,?cumples requisitos gustaría hacer parte equipo ? respuesta quedes atrás ? aplica ahora etiqueta amigo comentarios entere vacante? conoce detalles link bio?,22,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,2.0,26.0,7.0
28,bavaria_colombia,2024-09-25 00:00:00,Un legado que une a millones ??Llevamos 135 años construyendo nuestra historia junto a Colombia y nos llena de orgullo producir varias de las marcas que han unido por generaciones a millones de personas dando vida a nuevas amistades y experiencias inolvidables??? ¡Salud!?,https://www.instagram.com/p/DAWo1gVJsa2/,122,instagram,1,legado une millones ??llevamos años construyendo historia junto llena orgullo producir varias marcas unido generaciones millones persona dando vida nuevas amistades experiencias inolvidables??? salud?,24,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,,,
29,bavaria_colombia,2024-09-24 00:00:00,"? Lucrecia y Dora, dos tenderas del programa de Emprendedores Bavaria, nos cuentan cómo @bees.colombia les facilita el día a día en su tienda ??Pedidos rápidos, ofertas exclusivas y todo al alcance de un clic ¡Así es crecer con BEES!? ?? #LaÚltimaYNosVamos",https://www.instagram.com/p/DAUNTpdpDUQ/,137,instagram,1,? lucrecia dora do tenderas programa emprendedores cuentan cómo facilita día día tienda ??pedidos rápidos ofertas exclusivas alcance clic así crecer bees? ??,23,0,"vamos,unidos,frías,sele,gente",Unidos por las Frías,1.0,7.0,3.0
30,bavaria_colombia,2024-09-23 00:00:00,"Nuestros #CreadoresDeBrindis son los que nos impulsan a seguir creciendo. Evolucionamos e innovamos constantemente, porque sabemos que cada paso cuenta para construir un futuro lleno de nuevas oportunidades y motivos para brindar.?",https://www.instagram.com/p/DASAlYYJTck/,270,instagram,1,impulsan seguir creciendo evolucionamos innovamos constantemente sabemos cada paso cuenta construir futuro lleno nuevas oportunidades motivos brindar?,17,4,"frías,cerveza,fútbol,combo",Goles y Frías,,,
31,bavaria_colombia,2024-09-23 00:00:00,"Donde hay una tienda, también hay una gran historia que contar ??En este capítulo de La última y nos vamos, te presentamos a Dora Rueda en su tienda Las canchas del Portal ubicada en ?Piedecuesta, Santander. ¡Bienvenidos al lugar donde la comunidad se une en cada brindis! ?? #LaÚltimaYNosVamos #EmprendedoresBavaria",https://www.instagram.com/p/DARh9EkpT6z/,148,instagram,1,tienda gran historia contar ??en capítulo última vamos presentamos dora rueda tienda canchas portal ubicada ?piedecuesta santander bienvenidos lugar comunidad une cada brindis ??,24,2,"junto,mejor,gratis,futuro,tenderos",Tenderos y Futuro,2.0,45.0,76.0
32,bavaria_colombia,2024-09-20 00:00:00,#DesafíoCervecero ?Dos Creadores de Brindis compiten por adivinar la posición correcta de las botellas. ?? ¿Quién crees que ganará? Descúbrelo en este video,https://www.instagram.com/p/DAKDaOZprQE/,184,instagram,1,?dos creadores brindis compiten adivinar posición correcta botellas ?? quién cree ganará descúbrelo video,14,2,"junto,mejor,gratis,futuro,tenderos",Tenderos y Futuro,0.0,0.0,2.0
33,bavaria_colombia,2024-09-20 00:00:00,En Bavaria creemos en el poder de los sueños y nos enfocamos todos los días en construir una compañía que perdure en el tiempo y siga llevando los brindis a todas las celebraciones ? #CreadoresDeBrindis,https://www.instagram.com/p/DAJy2gvJCAr/,331,instagram,1,creemos poder sueños enfocamos días construir compañía perdure tiempo siga llevando brindis todas celebraciones ?,15,1,"parche,parceros,así,concierto,vemos",Vive el Parche,0.0,1.0,3.0
34,bavaria_colombia,2024-09-19 00:00:00,"?? ¡Retornar tus botellas de cerveza nunca fue tan fácil! A través de nuestra app TaDa, puedes crear un futuro más sostenible mientras disfrutas de tus cervezas favoritas y además obtienes beneficios ??  #SostenibilidadBavaria #TaDa",https://www.instagram.com/p/DAHcBJcp63V/?img_index=1,86,instagram,1,?? retornar botellas nunca tan fácil través app puedes crear futuro sostenible mientras disfrutas cervezas favoritas además obtienes beneficios ??,20,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,0.0,2.0
35,bavaria_colombia,2024-09-18 00:00:00,"?¡Cada tienda es un mundo de historias! Conoce hoy a Carolina, fiel cliente de Doña Lucre, y ahora también su mano derecha en el negocio?? #LaÚltimaYNosVamos #EmprendedoresBavaria",https://www.instagram.com/p/DAE8or7Jd2G/,76,instagram,1,?cada tienda mundo historias conoce carolina fiel cliente doña lucre ahora mano derecha negocio??,14,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,2.0,0.0
36,bavaria_colombia,2024-09-18 00:00:00,"Para Bavaria la Costa Caribe es sinónimo de los inicios y del futuro de nuestra historia, y desde hace más de un siglo la riqueza cultural de esta región nos ha inspirado para trabajar juntos por el progreso del país. ??¡Aquí te contamos cómo estamos fortaleciendo la Costa como un hub estratégico de nuestras operaciones en Colombia! #BrindamosPorAtlántico",https://www.instagram.com/p/DAExho-p6U0/?img_index=1,260,instagram,1,costa caribe sinónimo inicios futuro historia hace siglo riqueza cultural región inspirado trabajar junto progreso país ??aquí contamos cómo fortaleciendo costa hub estratégico operaciones,24,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,,,
37,bavaria_colombia,2024-09-18 00:00:00,? ¿Te apasiona la comunicación? ¡Esta es tu oportunidad! Estamos buscando practicantes apasionados por aprender y ser parte del equipo que crea los brindis de todo un país. ?? ¡Aplica ya ! ?? #creadoresDeBrindis Link en Bio.,https://www.instagram.com/p/DAEEOmHJWUN/,275,instagram,1,? apasiona comunicación oportunidad buscando practicantes apasionados aprender ser parte equipo crea brindis país ?? aplica ?? link bio,19,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,1.0,12.0,6.0
38,bavaria_colombia,2024-09-17 00:00:00,? ¿Quieres ser parte del equipo que está detrás de los brindis en toda Colombia?? Si estás listo para un reto lleno de aprendizaje y crecimiento ¡Esta es tu oportunidad! Aplica ya ?? Link en Bio. #CreadoresDeBrindis,https://www.instagram.com/p/DACZQ1QpRTy/?img_index=1,333,instagram,1,? quieres ser parte equipo detrás brindis toda colombia? listo reto lleno aprendizaje crecimiento oportunidad aplica ?? link bio,19,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,2.0,14.0,4.0
39,bavaria_colombia,2024-09-17 00:00:00,? ¡Atención estudiantes! Tenemos las últimas vacantes disponibles para realizar tus prácticas en Bavaria. Mantente conectado/a para que conozcas más detalles ?? Link en Bio.,https://www.instagram.com/p/DAB5s1DJby4/,327,instagram,1,? atención estudiantes últimas vacantes disponibles realizar prácticas mantente conectadoa conozcas detalles ?? link bio,15,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,5.0,17.0,2.0
40,bavaria_colombia,2024-09-17 00:00:00,"?Ya está aquí Club Colombia Trigo? una cerveza no filtrada, suave y cremosa, que llega para brindarte una experiencia cervecera única. ¡Agita, sirve en una copa y disfruta con una rodaja de naranja! ??? #clubcolombiatrigo",https://www.instagram.com/p/DABqFvdJN_y/,148,instagram,1,?ya aquí trigo? filtrada suave cremosa llega brindarte experiencia cervecera única agita sirve copa disfruta rodaja naranja ???,18,0,"vamos,unidos,frías,sele,gente",Unidos por las Frías,0.0,2.0,2.0
41,bavaria_colombia,2024-09-16 00:00:00,"@clubcolombia, nuestra marca premium nacional, lanza una nueva edición para ofrecer una experiencia única a los colombianos: Club Colombia Trigo ?? ?Una cerveza no filtrada, suave y cremosa, que requiere un ritual de servido especial de tres pasos: Agita, sirve y disfruta con una rodaja de naranja. Encuéntrala ya a nivel nacional en supermercados, tiendas de barrio y a través de nuestra app de domicilios TADA. #ClubColombia",https://www.instagram.com/p/C__6s0tp_tl/,242,instagram,1,marca premium nacional lanza nueva edición ofrecer experiencia única colombianos trigo ?? ?una filtrada suave cremosa requiere ritual servido especial tres pasos agita sirve disfruta rodaja naranja encuéntrala nivel nacional supermercados tiendas barrio través app domicilios,36,0,"vamos,unidos,frías,sele,gente",Unidos por las Frías,0.0,2.0,4.0
42,bavaria_colombia,2024-09-16 00:00:00,"Nos llena de orgullo ser reconocidos como una de las 25 Empresas Líderes en Sostenibilidad 2024 en Colombia, según @forbescolombia. Este reconocimiento celebra el esfuerzo de un equipo comprometido que, bajo el liderazgo inspirador de Samira Fadul, ha logrado integrar la sostenibilidad en cada parte de nuestro ADN empresarial. Este reconocimiento no solo nos honra, sino que también nos recuerda la gran responsabilidad que tenemos para seguir creando un futuro más sostenible y con más motivos para brindar ?? #SostenibilidadBavaria",https://www.instagram.com/p/C__nQekJQfD/,99,instagram,1,llena orgullo ser reconocidos empresas líderes sostenibilidad según reconocimiento celebra esfuerzo equipo comprometido bajo liderazgo inspirador samira fadul logrado integrar sostenibilidad cada parte adn empresarial reconocimiento solo honra sino recuerda gran responsabilidad seguir creando futuro sostenible motivos brindar ??,39,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,0.0,1.0,1.0
43,bavaria_colombia,2024-09-16 00:00:00,"? ¡Grandes noticias para Colombia! ?Con orgullo inauguramos nuestro nuevo Centro de Distribución en Galapa, Atlántico, un espacio a solo 25 km del Puerto de Barranquilla, diseñado para llevar la alegría de la celebración a todos los rincones de la región. #BrindamosPorElAtlántico",https://www.instagram.com/p/C_-y2ZHJhox/,366,instagram,1,? grandes noticias ?con orgullo inauguramos nuevo centro distribución galapa atlántico espacio solo km puerto barranquilla diseñado llevar alegría celebración rincones región,22,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,1.0,12.0,3.0
44,bavaria_colombia,2024-09-13 00:00:00,"¡Brindamos por el Atlántico! ?? Te contamos algunos datos claves sobre nuestro nuevo Centro de Distribución en Galapa, un hito que nos permite seguir creando más motivos para brindar??? ?#BrindamosPorElAtlántico",https://www.instagram.com/p/C_3VzC7Og4r/,317,instagram,1,brindamos atlántico ?? contamos datos claves nuevo centro distribución galapa hito permite seguir creando motivos brindar??? ?,17,3,"conoce,convocatoria,parte,equipo,aquí",Juntos en Equipo,1.0,8.0,10.0
